code,name,theme,brief,tags,yahooSymbol
6147,"Yamazaki Co., Ltd.",-,-,-,6147.T
6149,"Odawara Engineering Co., Ltd.",建設,建設/エンジニアリング,-|建設,6149.T
6150,"Takeda Machinery Co., Ltd.",医薬,製薬/創薬,-,6150.T
6151,"Nitto Kohki Co., Ltd.",itサービス,ソフト/クラウド,it,6151.T
6155,"Takamatsu Machinery Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6155.T
6156,A-One Seimitsu Inc.,itサービス,ソフト/クラウド,it,6156.T
6157,"NS Tool Co., Ltd.",-,-,-,6157.T
6158,"Waida Manufacturing Co., Ltd.",-,-,-,6158.T
6159,"Micron Machinery Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6159.T
6161,Estic Corporation,-,-,-,6161.T
6165,"Punch Industry Co., Ltd.",-,-,-,6165.T
6166,"Nakamura Choukou Co., Ltd.",-,-,-,6166.T
6167,"Fuji Die Co., Ltd.",-,-,-,6167.T
6171,"C.E. Management Integrated Laboratories Co., Ltd.",航空,運輸/エアライン,-,6171.T
6173,Aqualine Ltd.,ネットサービス,プラットフォーム/広告,it,6173.T
6176,Brangista Inc.,-,-,-,6176.T
6177,AppBank Inc.,金融,銀行/メガバンク,金融,6177.T
6178,"Japan Post Holdings Co., Ltd.",物流,宅配/物流,-|物流,6178.T
6180,GMO Media Inc.,ネットサービス,プラットフォーム/広告,it,6180.T
6181,Tameny Inc.,-,-,-,6181.T
6182,Metareal Corp.,-,-,-,6182.T
6183,BellSystem24 Holdings Inc.,itサービス,ソフト/クラウド,it,6183.T
6184,Kamakura Shinsho Ltd.,-,-,-,6184.T
6185,Smn Corporation,-,-,-,6185.T
6186,"Ichikura Co., Ltd.",-,-,-,6186.T
6189,Global Kids Co. Corp.,-,-,-,6189.T
6190,"PhoenixBio Co., Ltd.",医薬,医薬/バイオ,-|医薬,6190.T
6191,AirTrip Corp.,-,-,-,6191.T
6193,Virtualex Holdings Inc.,-,-,-,6193.T
6194,Atrae Inc.,-,-,-,6194.T
6195,Hope Inc.,-,-,-,6195.T
6196,Strike Co. Ltd.,-,-,-,6196.T
6197,Solasto Corporation,-,-,-,6197.T
6198,Career Co. Ltd.,-,-,-,6198.T
6199,"Seraku Co., Ltd.",-,-,-,6199.T
6200,"Insource Co., Ltd.",-,-,-,6200.T
6201,Toyota Industries Corporation,自動車,完成車/関連,自動車,6201.T
6203,"Howa Machinery, Ltd.",機械/産業,産業機械/装置,-|機械|産業,6203.T
6208,Ishikawa Seisakusho Ltd.,-,-,-,6208.T
6209,Nippon Riken Corporation,-,-,-,6209.T
6210,Toyo Machinery & Metal Co. Ltd.,機械/産業,産業機械/装置,-|機械|産業,6210.T
6217,Tsudakoma Corp.,-,-,-,6217.T
6218,Enshu Ltd.,-,-,-,6218.T
6222,Shima Seiki Manufacturing Ltd.,機械,fa/ロボット/産機,-,6222.T
6223,"Seibu Giken Co., Ltd.",鉄道,私鉄/運輸,-|運輸|鉄道,6223.T
6224,"JRC Co., Ltd.",鉄道,JR/私鉄,-|運輸|鉄道,6224.T
6226,Moriya Transportation Engineering Inc.,インフラ,港湾/物流,-|インフラ|物流,6226.T
6227,Aimechatc Ltd.,-,-,-,6227.T
6228,J.E.T. Co. Ltd.,-,-,-,6228.T
6229,Okumura Engineering Corporation,建設,建設/エンジニアリング,-|建設,6229.T
6230,Sanei Ltd.,-,-,-,6230.T
6231,Kimura Kohki Co. Ltd.,-,-,-,6231.T
6232,ACSL Ltd.,-,-,-,6232.T
6233,Klass Corp,-,-,-,6233.T
6235,"Optorun Co., Ltd.",-,-,-,6235.T
6237,"Iwaki Co., Ltd.",-,-,-,6237.T
6238,Furyu Corporation,-,-,-,6238.T
6239,Nagaoka International Corp.,-,-,-,6239.T
6240,Yamashin-Filter Corp.,-,-,-,6240.T
6245,"Hirano Tecseed Co., Ltd.",-,-,-,6245.T
6246,Techno Smart Corp,小売,小売/量販,-|小売,6246.T
6247,Hisaka Works Ltd.,-,-,-,6247.T
6248,"Yokota Manufacturing Co., Ltd.",-,-,-,6248.T
6249,Gamecard-Joyco Holdings Inc.,ゲーム/エンタメ,コンテンツ/メディア,-|エンタメ|ゲーム,6249.T
6250,Yamabiko Corporation,-,-,-,6250.T
6254,"Nomura Micro Science Co., Ltd.",証券,ネット証券/大手,-,6254.T
6255,Npc Inc.,-,-,-,6255.T
6257,"Fujishoji Co., Ltd.",-,-,-,6257.T
6258,Hirata Corporation,-,-,-,6258.T
6262,"Pegasus Co., Ltd.",エネルギー,原油/ガス/電力,エネルギー,6262.T
6264,"Marumae Co., Ltd.",-,-,-,6264.T
6265,Convum Ltd.,-,-,-,6265.T
6266,"Tazmo Co., Ltd.",機械,fa/ロボット/産機,-,6266.T
6267,"General Packer Co., Ltd.",-,-,-,6267.T
6268,Nabtesco Corporation,-,-,-,6268.T
6269,Modec Inc.,-,-,-,6269.T
6272,"Rheon Automatic Machinery Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6272.T
6273,SMC Corporation,機械,fa/ロボット/産機,-,6273.T
6276,"SiriusVision Co., Ltd.",-,-,-,6276.T
6277,Hosokawa Micron Corporation,-,-,-,6277.T
6278,Union Tool Co.,-,-,-,6278.T
6279,Zuiko Corporation,-,-,-,6279.T
6282,Oiles Corporation,エネルギー,原油/ガス/電力,エネルギー,6282.T
6284,"Nissei ASB Machine Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6284.T
6286,Seiko Group Corporation,印刷,印刷/パッケージ,-|パッケージ|印刷,6286.T
6287,Sato Holdings Corporation,-,-,-,6287.T
6289,Giken Ltd.,-,-,-,6289.T
6291,Airtech Japan Ltd.,-,-,-,6291.T
6292,"Kawata Manufacturing Co., Ltd.",-,-,-,6292.T
6293,"Nissei Plastic Industrial Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6293.T
6294,Okada Aiyon Corp.,ネットサービス,プラットフォーム/広告,it,6294.T
6297,"Koken Boring Machine Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6297.T
6298,"YAC Holdings Co., Ltd.",-,-,-,6298.T
6301,Komatsu Ltd.,機械,fa/ロボット/産機,-,6301.T
6302,Sumitomo Heavy Industries Ltd.,itサービス,ソフト/クラウド,it,6302.T
6305,"Hitachi Construction Machinery Co., Ltd.",電機,エレクトロニクス,電機,6305.T
6306,"Nikko Co., Ltd.",-,-,-,6306.T
6307,"Sansei Co., Ltd.",-,-,-,6307.T
6309,"Tomoe Engineering Co., Ltd.",建設,建設/エンジニアリング,-|建設,6309.T
6310,"Iseki & Co., Ltd.",-,-,-,6310.T
6312,Freund Corporation,-,-,-,6312.T
6315,Towa Corporation,-,-,-,6315.T
6316,Maruyama Manufacturing Co. Inc.,-,-,-,6316.T
6317,Kitagawa Corporation,itサービス,ソフト/クラウド,it,6317.T
6322,Tacmina Corporation,-,-,-,6322.T
6323,Rorze Corporation,-,-,-,6323.T
6324,Harmonic Drive Systems Inc.,itサービス,ソフト/クラウド,it,6324.T
6325,"Takakita Co., Ltd.",itサービス,ソフト/クラウド,it,6325.T
6326,Kubota Corporation,機械,fa/ロボット/産機,-,6326.T
6327,Kitagawa Seiki Co. Ltd.,itサービス,ソフト/クラウド,it,6327.T
6328,"Ebara Jitsugyo Co., Ltd.",itサービス,ソフト/クラウド,it,6328.T
6330,Toyo Engineering Corporation,建設,建設/エンジニアリング,-|建設,6330.T
6331,Mitsubishi Kakoki Kaisha Ltd.,itサービス,ソフト/クラウド,it,6331.T
6332,"Tsukishima Holdings Co., Ltd.",-,-,-,6332.T
6333,Teikoku Electric Mfg. Co. Ltd.,電機,エレクトロニクス,電機,6333.T
6334,"Meiji Machine Co., Ltd.",食品,加工/飲料,食品,6334.T
6335,Tokyo Kikai Seisakusho Ltd.,-,-,-,6335.T
6336,"Ishii Hyoki Co., Ltd.",-,-,-,6336.T
6337,Tesec Corp.,-,-,-,6337.T
6338,Takatori Corp,-,-,-,6338.T
6339,Sintokogio Ltd.,-,-,-,6339.T
6340,Shibuya Corporation,-,-,-,6340.T
6342,Taihei Machinery Works Ltd.,機械/産業,産業機械/装置,-|機械|産業,6342.T
6343,Freesia Macross Corporation,-,-,-,6343.T
6345,Aichi Corporation,-,-,-,6345.T
6346,Kikukawa Enterprise Inc.,-,-,-,6346.T
6347,"Placo Co., Ltd.",-,-,-,6347.T
6349,Komori Corporation,-,-,-,6349.T
6351,"Tsurumi Manufacturing Co., Ltd.",-,-,-,6351.T
6356,"Nippon Gear Co., Ltd.",-,-,-,6356.T
6357,Sansei Technologies Inc.,-,-,-,6357.T
6358,Sakai Heavy Industries Ltd.,-,-,-,6358.T
6360,Tokyo Automatic Machinery Works Ltd.,機械/産業,産業機械/装置,-|機械|産業,6360.T
6361,Ebara Corporation,-,-,-,6361.T
6363,"Torishima Pump Mfg. Co., Ltd.",-,-,-,6363.T
6364,"Hokuetsu Industries Co., Ltd.",-,-,-,6364.T
6365,Dmw Corp.,-,-,-,6365.T
6366,Chiyoda Corporation,-,-,-,6366.T
6367,Daikin Industries Ltd.,機械,fa/ロボット/産機,-,6367.T
6368,Organo Corporation,-,-,-,6368.T
6369,Toyo Kanetsu K.K.,-,-,-,6369.T
6370,Kurita Water Industries Ltd.,itサービス,ソフト/クラウド,it,6370.T
6371,Tsubakimoto Chain Co.,-,-,-,6371.T
6373,"Daido Kogyo Co., Ltd.",-,-,-,6373.T
6376,"Nikkiso Co., Ltd.",-,-,-,6376.T
6378,"Kimura Chemical Plants Co., Ltd.",化学,素材/化学,-,6378.T
6379,Raiznext Corporation,-,-,-,6379.T
6380,Oriental Chain Manufacturing Co. Ltd.,-,-,-,6380.T
6381,Anest Iwata Corporation,-,-,-,6381.T
6382,Trinity Industrial Corp.,itサービス,ソフト/クラウド,it,6382.T
6383,"Daifuku Co., Ltd.",-,-,-,6383.T
6384,"Showa Shinku Co., Ltd.",-,-,-,6384.T
6387,Samco Inc.,-,-,-,6387.T
6390,"Kato Works Co., Ltd.",-,-,-,6390.T
6391,Kaji Technology Corporation,-,-,-,6391.T
6392,Yamada Corporation,機械,fa/ロボット/産機,-,6392.T
6393,"Yuken Kogyo Co., Ltd.",-,-,-,6393.T
6395,Tadano Ltd.,ネットサービス,プラットフォーム/広告,it,6395.T
6396,Uozawa-Gumi Iron Works Ltd.,鉄鋼,鉄鋼/素材,-|鉄鋼,6396.T
6400,"Fuji Seiki Co., Ltd.",-,-,-,6400.T
6402,"Kanematsu Engineering Co., Ltd.",商社,総合商社,-,6402.T
6403,Suido Kiko Kaisha Ltd.,-,-,-,6403.T
6405,"Suzumo Machinery Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6405.T
6406,"Fujitec Co., Ltd.",itサービス,ソフト/クラウド,it,6406.T
6407,Ckd Corp,-,-,-,6407.T
6408,"Ogura Clutch Co., Ltd.",-,-,-,6408.T
6411,"Nakano Refrigerators Co., Ltd.",-,-,-,6411.T
6412,Heiwa Corporation,-,-,-,6412.T
6413,Riso Kagaku Corporation,-,-,-,6413.T
6416,"Katsuragawa Electric Co., Ltd.",電機,エレクトロニクス,電機,6416.T
6417,Sankyo Co. Ltd.,-,-,-,6417.T
6418,"Japan Cash Machine Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6418.T
6419,Mars Group Holdings Corp.,-,-,-,6419.T
6420,"Fukushima Galilei Co., Ltd.",-,-,-,6420.T
6424,"Takamisawa Cybernetics Co., Ltd.",-,-,-,6424.T
6425,Universal Entertainment Corporation,ゲーム/エンタメ,コンテンツ/メディア,-|エンタメ|ゲーム,6425.T
6428,Oizumi Corporation,-,-,-,6428.T
6430,"Daikoku Denki Co., Ltd.",-,-,-,6430.T
6432,"Takeuchi Mfg. Co., Ltd.",-,-,-,6432.T
6433,Hephaist Co. Ltd.,-,-,-,6433.T
6436,Amano Corporation,-,-,-,6436.T
6440,Juki Corporation,-,-,-,6440.T
6444,Sanden Corporation,-,-,-,6444.T
6445,Janome Corporation,-,-,-,6445.T
6448,Brother Industries Ltd.,機械,fa/ロボット/産機,-,6448.T
6454,"Max Co., Ltd.",-,-,-,6454.T
6455,Morita Holdings Corporation,itサービス,ソフト/クラウド,it,6455.T
6457,Glory Ltd.,-,-,-,6457.T
6458,Sinko Industries Ltd.,-,-,-,6458.T
6459,Daiwa Industries Ltd.,-,-,-,6459.T
6460,Sega Sammy Holdings Inc.,-,-,-,6460.T
6463,"Tpr Co., Ltd.",-,-,-,6463.T
6464,"Tsubaki Nakashima Co., Ltd.",-,-,-,6464.T
6465,Hoshizaki Corporation,-,-,-,6465.T
6466,"TVE Co., Ltd.",メディア,テレビ/放送/出版,-,6466.T
6467,Nichidai Corporation,-,-,-,6467.T
6469,"Hoden Seimitsu Kako Kenkyusho Co., Ltd.",itサービス,ソフト/クラウド,it,6469.T
6470,"Taiho Kogyo Co., Ltd.",-,-,-,6470.T
6471,NSK Ltd.,-,-,-,6471.T
6472,NTN Corporation,自動車部品,部品/電装/モーター,-|自動車部品|電装,6472.T
6473,JTEKT Corporation,-,-,-,6473.T
6474,Nachi-Fujikoshi Corp.,-,-,-,6474.T
6479,Minebea Mitsumi Inc.,電子部品,受動/能動部品,電機,6479.T
6480,"Nippon Thompson Co., Ltd.",-,-,-,6480.T
6481,"THK Co., Ltd.",-,-,-,6481.T
6482,"Yushin Precision Equipment Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6482.T
6484,Kvk Corporation,-,-,-,6484.T
6485,Maezawa Kyuso Industries Co. Ltd.,-,-,-,6485.T
6486,"Eagle Industry Co., Ltd.",-,-,-,6486.T
6488,Yoshitake Inc.,itサービス,ソフト/クラウド,it,6488.T
6489,Maezawa Industries Inc.,-,-,-,6489.T
6490,Pillar Corporation,-,-,-,6490.T
6492,"Okano Valve Manufacturing Co., Ltd.",-,-,-,6492.T
6493,Nittan Corporation,itサービス,ソフト/クラウド,it,6493.T
6494,"NFK Holdings Co., Ltd.",-,-,-,6494.T
6495,Miyairi Valve Manufacturing Co. Ltd.,-,-,-,6495.T
6496,"Nakakita Seisakusho Co., Ltd.",itサービス,ソフト/クラウド,it,6496.T
6497,Hamai Industries Ltd.,-,-,-,6497.T
6498,Kitz Corporation,itサービス,ソフト/クラウド,it,6498.T
6501,Hitachi Ltd.,電機,エレクトロニクス,電機,6501.T
6503,Mitsubishi Electric Corporation,半導体関連,装置/検査/材料,半導体 装置,6503.T
6504,"Fuji Electric Co., Ltd.",電機,エレクトロニクス,電機,6504.T
6505,Toyo Denki Seizo K.K.,-,-,-,6505.T
6506,Yaskawa Electric Corporation,電機,エレクトロニクス,電機,6506.T
6507,"Sinfonia Technology Co., Ltd.",-,-,-,6507.T
6508,Meidensha Corporation,-,-,-,6508.T
6513,"Origin Co., Ltd.",-,-,-,6513.T
6516,"Sanyo Denki Co., Ltd.",-,-,-,6516.T
6517,"Denyo Co., Ltd.",-,-,-,6517.T
6518,Sanso Electric Co. Ltd.,電機,エレクトロニクス,電機,6518.T
6521,Oxide Corporation,-,-,-,6521.T
6522,Asterisk Inc.,-,-,-,6522.T
6523,PHC Holdings Corporation,-,-,-,6523.T
6524,"Kohoku Kogyo Co., Ltd.",-,-,-,6524.T
6525,Kokusai Electric Corporation,半導体関連,装置/検査/材料,半導体 装置,6525.T
6526,Socionext Inc.,半導体関連,装置/検査/材料,半導体 装置,6526.T
6527,Waka Manufacturing Co. Ltd.,-,-,-,6527.T
6532,BayCurrent Inc.,-,-,-,6532.T
6533,Orchestra Holdings Inc.,-,-,-,6533.T
6535,"I-Mobile Co., Ltd.",通信,通信サービス,-|通信,6535.T
6537,"Wash House Co., Ltd.",-,-,-,6537.T
6538,Disruptors Inc.,-,-,-,6538.T
6539,"Matching Service Japan Co., Ltd.",-,-,-,6539.T
6540,Semba Corp.,-,-,-,6540.T
6542,Founders Consultants Holding Inc.,-,-,-,6542.T
6543,Nissen Inc.,-,-,-,6543.T
6544,"Japan Elevator Service Holdings Co., Ltd.",-,-,-,6544.T
6545,Internet Infinity Inc.,itサービス,ソフト/クラウド,it,6545.T
6546,Fulltech Co. Ltd.,-,-,-,6546.T
6547,"Greens Co., Ltd.",-,-,-,6547.T
6548,"Tabikobo Co., Ltd.",-,-,-,6548.T
6549,"Dm Solutions Co., Ltd.",IT/インターネット,IT/ソフトウェア,-|IT,6549.T
6551,Tsunagu Group Holdings Inc.,-,-,-,6551.T
6552,Gamewith Inc.,itサービス,ソフト/クラウド,it,6552.T
6554,Susco Ltd.,-,-,-,6554.T
6555,MS&Consulting Co. Ltd.,-,-,-,6555.T
6557,Aiai Group Corp.,-,-,-,6557.T
6558,"Cookbiz Co., Ltd.",-,-,-,6558.T
6560,Ladenburg Thalmann Financial Services Inc.,ネットサービス,プラットフォーム/広告,it,6560.T
6561,"Hanatour Japan Co., Ltd.",航空,運輸/エアライン,-,6561.T
6562,Geniee Inc.,-,-,-,6562.T
6563,Mirai Works Inc.,-,-,-,6563.T
6564,"Midac Holdings Co., Ltd.",itサービス,ソフト/クラウド,it,6564.T
6565,"Abhotel Co., Ltd.",-,-,-,6565.T
6566,"Kaname Kogyo Co., Ltd.",航空,運輸/エアライン,-,6566.T
6568,"KNC Laboratories Co., Ltd.",-,-,-,6568.T
6570,Kyowa Corporation Co. Ltd.,-,-,-,6570.T
6571,"QB Net Holdings Co., Ltd.",-,-,-,6571.T
6572,Open Group Inc.,-,-,-,6572.T
6573,Agile Media Network Inc.,ゲーム/エンタメ,コンテンツ/メディア,-|エンタメ|ゲーム,6573.T
6574,Convano Inc.,-,-,-,6574.T
6577,"Bestone.Com Co., Ltd.",-,-,-,6577.T
6578,Correc Holdings Inc.,-,-,-,6578.T
6579,Logly Inc.,-,-,-,6579.T
6580,Writeup Co. Ltd.,itサービス,ソフト/クラウド,it,6580.T
6584,"Sanoh Industrial Co., Ltd.",機械/産業,産業機械/装置,-|機械|産業,6584.T
6586,Makita Corporation,itサービス,ソフト/クラウド,it,6586.T
6588,Toshiba Tec Corporation,電機,エレクトロニクス,電機,6588.T
6590,Shibaura Mechatronics Corporation,-,-,-,6590.T
6592,"Mabuchi Motor Co., Ltd.",-,-,-,6592.T
6594,Nidec Corporation,電子部品,受動/能動部品,電機,6594.T
6596,"Tsukuba Seiko Co., Ltd.",印刷,印刷/パッケージ,-|パッケージ|印刷,6596.T
6597,HPC Systems Inc.,itサービス,ソフト/クラウド,it,6597.T
6599,Ebrains Inc.,-,-,-,6599.T
6612,Balmuda Inc.,-,-,-,6612.T
6613,QD Laser Inc.,-,-,-,6613.T
6614,"Shikino High-Tech Co., Ltd.",-,-,-,6614.T
6615,"UMC Electronics Co., Ltd.",電機,エレクトロニクス,電機,6615.T
6616,Torex Semiconductor Ltd.,半導体関連,装置/検査/材料,半導体 装置,6616.T
6617,"Takaoka Toko Co., Ltd.",-,-,-,6617.T
6619,W-Scope Corporation,-,-,-,6619.T
6620,Miyakoshi Holdings Inc.,-,-,-,6620.T
6622,Daihen Corporation,-,-,-,6622.T
6625,Jalco Holdings Inc.,航空,運輸/エアライン,-,6625.T
6626,Semitec Corp,itサービス,ソフト/クラウド,it,6626.T
6627,Tera Probe Inc.,-,-,-,6627.T
6629,"Techno Horizon Co., Ltd.",-,-,-,6629.T
6630,Ya-Man Ltd.,-,-,-,6630.T
6632,JVC Kenwood Corporation,-,-,-,6632.T
6633,C&G Systems Inc.,itサービス,ソフト/クラウド,it,6633.T
6634,Ncxx Group Inc.,-,-,-,6634.T
6635,"Di-Nikko Engineering Co., Ltd.",建設,建設/エンジニアリング,-|建設,6635.T
6637,"Terasaki Electric Co., Ltd.",電機,エレクトロニクス,電機,6637.T
6638,"Mimaki Engineering Co., Ltd.",建設,建設/エンジニアリング,-|建設,6638.T
6643,"Togami Electric Manufacturing Co., Ltd.",電機,エレクトロニクス,電機,6643.T
6644,"Osaki Electric Co., Ltd.",電機,エレクトロニクス,電機,6644.T
6645,Omron Corporation,電機,エレクトロニクス,電機,6645.T
6647,"Morio Denki Co., Ltd.",-,-,-,6647.T
6648,Kawaden Corporation,ネットサービス,プラットフォーム/広告,it,6648.T
6651,Nitto Kogyo Corporation,itサービス,ソフト/クラウド,it,6651.T
6652,Idec Corporation,-,-,-,6652.T
6653,"Seiko Electric Co., Ltd.",電機,エレクトロニクス,電機,6653.T
6654,"Fuji Electric Industry Co., Ltd.",電機,エレクトロニクス,電機,6654.T
6656,Inspec Inc.,-,-,-,6656.T
6658,"Shirai Electronics Industrial Co., Ltd.",電機,エレクトロニクス,電機,6658.T
6659,"Media Links Co., Ltd.",ゲーム/エンタメ,コンテンツ/メディア,-|エンタメ|ゲーム,6659.T
6662,Ubiteq Inc.,itサービス,ソフト/クラウド,it,6662.T
6663,"Taiyo Technolex Co., Ltd.",-,-,-,6663.T
6664,"Optoelectronics Co., Ltd.",電機,エレクトロニクス,電機,6664.T
6666,River Eletec Corp.,-,-,-,6666.T
6668,"Adtec Plasma Technology Co., Ltd.",ネットサービス,プラットフォーム/広告,it,6668.T
6670,"MCJ Co., Ltd.",-,-,-,6670.T
6674,GS Yuasa Corporation,-,-,-,6674.T
6675,Saxa Inc.,-,-,-,6675.T
6676,Melco Holdings Inc.,-,-,-,6676.T
6677,Sk-Electronics Ltd.,電機,エレクトロニクス,電機,6677.T
6678,"Techno Medica Co., Ltd.",化学,素材/化学,-|化学|素材,6678.T
6694,"Zoom Video Communications, Inc.",通信,通信サービス,-|通信,6694.T
6696,Traas On Product Inc.,-,-,-,6696.T
6699,"Diamond Electric Holdings Co., Ltd.",電機,エレクトロニクス,電機,6699.T
6701,NEC Corporation,電機,エレクトロニクス,電機,6701.T
6702,Fujitsu Limited,電機,エレクトロニクス,電機,6702.T
6703,"Oki Electric Industry Co., Ltd.",電機,エレクトロニクス,電機,6703.T
6706,"Dkk Co., Ltd.",-,-,-,6706.T
6707,"Sanken Electric Co., Ltd.",半導体関連,装置/検査/材料,半導体 装置,6707.T
6718,"Aiphone Co., Ltd.",-,-,-,6718.T
6721,Wintest Corp.,-,-,-,6721.T
6723,Renesas Electronics Corporation,半導体関連,装置/検査/材料,半導体 装置,6723.T
6724,Seiko Epson Corporation,電機,エレクトロニクス,電機,6724.T
6727,"Wacom Co., Ltd.",-,-,-,6727.T
6728,Ulvac Inc.,-,-,-,6728.T
6730,Axell Corporation,-,-,-,6730.T
6731,Pixela Corporation,-,-,-,6731.T
6734,"Newtech Co., Ltd.",-,-,-,6734.T
6736,Sun Corporation,-,-,-,6736.T
6737,Eizo Corporation,-,-,-,6737.T
6740,Japan Display Inc.,-,-,-,6740.T
6741,Nippon Signal Co. Ltd.,-,-,-,6741.T
6742,"Kyosan Electric Manufacturing Co., Ltd.",電機,エレクトロニクス,電機,6742.T
6743,"Daido Signal Co., Ltd.",-,-,-,6743.T
6744,Nohmi Bosai Ltd.,-,-,-,6744.T
6745,Hochiki Corporation,-,-,-,6745.T
6748,"Seiwa Electric Mfg. Co., Ltd.",電機,エレクトロニクス,電機,6748.T
6750,"Elecom Co., Ltd.",-,-,-,6750.T
6752,Panasonic Holdings Corporation,電機,エレクトロニクス,電機,6752.T
6753,Sharp Corporation,電機,エレクトロニクス,電機,6753.T
6754,Anritsu Corporation,itサービス,ソフト/クラウド,it,6754.T
6755,Fujitsu General Ltd.,電機,エレクトロニクス,電機,6755.T
6757,"Osg Corporation Co., Ltd.",-,-,-,6757.T
6758,Sony Group Corp.,電機,エレクトロニクス,エレクトロニクス|電機,6758.T
6762,TDK Corporation,電子部品,受動/能動部品,電機,6762.T
6763,"Teikoku Tsushin Kogyo Co., Ltd.",-,-,-,6763.T
6768,Tamura Corporation,-,-,-,6768.T
6769,"Thine Electronics, Inc.",電機,エレクトロニクス,電機,6769.T
6770,"Alps Alpine Co., Ltd.",電子部品,受動/能動部品,電機,6770.T
6771,"Ikegami Tsushinki Co., Ltd.",-,-,-,6771.T
6772,"Tokyo Cosmos Electric Co., Ltd.",電機,エレクトロニクス,電機,6772.T
6775,TB Group Inc.,-,-,-,6775.T
6776,"Tensho Electric Industries Co., Ltd.",電機,エレクトロニクス,電機,6776.T
6777,Santec Holdings Corp.,-,-,-,6777.T
6778,Artiza Networks Inc.,-,-,-,6778.T
6779,"Nihon Dempa Kogyo Co., Ltd.",-,-,-,6779.T
6785,Suzuki Co. Ltd.,自動車,完成車/関連,自動車,6785.T
6786,RVH Inc.,-,-,-,6786.T
6787,"Meiko Electronics Co., Ltd.",電機,エレクトロニクス,電機,6787.T
6788,"Nihon Trim Co., Ltd.",-,-,-,6788.T
6794,"Foster Electric Co., Ltd.",電機,エレクトロニクス,電機,6794.T
6797,"Nagoya Electric Works Co., Ltd.",電機,エレクトロニクス,電機,6797.T
6798,Smk Corporation,-,-,-,6798.T
6800,"Yokowo Co., Ltd.",-,-,-,6800.T
6803,Teac Corporation,-,-,-,6803.T
6804,Hosiden Corporation,-,-,-,6804.T
6806,"Hirose Electric Co., Ltd.",電機,エレクトロニクス,電機,6806.T
6807,Japan Aviation Electronics Industry Ltd.,電機,エレクトロニクス,電機,6807.T
6809,Toa Corporation,-,-,-,6809.T
6810,Maxell Ltd.,-,-,-,6810.T
6814,"Furuno Electric Co., Ltd.",電機,エレクトロニクス,電機,6814.T
6817,Sumida Corporation,-,-,-,6817.T
6819,"Izu Shaboten Resort Co., Ltd.",-,-,-,6819.T
6820,Icom Inc.,-,-,-,6820.T
6822,"Oi Electric Co., Ltd.",電機,エレクトロニクス,電機,6822.T
6823,"Rion Co., Ltd.",-,-,-,6823.T
6824,"New Cosmos Electric Co., Ltd.",電機,エレクトロニクス,電機,6824.T
6832,"Aoi Electronics Co., Ltd.",電機,エレクトロニクス,電機,6832.T
6834,"Seikoh Giken Co., Ltd.",印刷,印刷/パッケージ,-|パッケージ|印刷,6834.T
6835,Allied Telesis Holdings K.K.,-,-,-,6835.T
6836,"Plat'Home Co., Ltd.",-,-,-,6836.T
6837,"Kyoei Sangyo Co., Ltd.",-,-,-,6837.T
6838,Tamagawa Holdings Co. Ltd.,-,-,-,6838.T
6840,"Akiba Holdings Co., Ltd.",-,-,-,6840.T
6841,Yokogawa Electric Corporation,電機,エレクトロニクス,電機,6841.T
6844,Shindengen Electric Manufacturing Co. Ltd.,電機,エレクトロニクス,電機,6844.T
6845,Azbil Corporation,-,-,-,6845.T
6848,Toa Corp.,-,-,-,6848.T
6849,Nihon Kohden Corporation,-,-,-,6849.T
6850,Chino Corp.,自動車,完成車/関連,自動車,6850.T
6853,Kyowa Electronic Instruments Co. Ltd.,電機,エレクトロニクス部品,-|電子部品|電機,6853.T
6855,Japan Electronic Materials Corporation,電機,エレクトロニクス部品,-|電子部品|電機,6855.T
6856,Horiba Ltd.,機械,fa/ロボット/産機,-,6856.T
6857,Advantest Corporation,半導体関連,装置/検査/材料,半導体|半導体 装置|検査,6857.T
6858,"Ono Sokki Co., Ltd.",-,-,-,6858.T
6859,Espec Corp.,-,-,-,6859.T
6861,Keyence Corporation,機械,fa/ロボット/産機,-|FA|電機,6861.T
6862,"Minato Holdings, Inc.",-,-,-,6862.T
6863,Nireco Corporation,-,-,-,6863.T
6864,NF Holdings Corp.,-,-,-,6864.T
6866,Hioki E.E. Corporation,-,-,-,6866.T
6867,Leader Electronics Corp.,電機,エレクトロニクス,電機,6867.T
6869,Sysmex Corporation,-,-,-,6869.T
6870,Fenwal Controls of Japan Ltd.,-,-,-,6870.T
6871,Micronics Japan Co. Ltd.,-,-,-,6871.T
6874,Kyoritsu Electric Corporation,電機,エレクトロニクス,電機,6874.T
6875,Megachips Corporation,-,-,-,6875.T
6877,Obara Group Inc.,-,-,-,6877.T
6879,Imagica Group Inc.,-,-,-,6879.T
6882,"Sansha Electric Manufacturing Co., Ltd.",電機,エレクトロニクス,電機,6882.T
